Address1,Address2,propertyID,listingID,propertyType,price,leasePrice,buildingType,neighbourhood,bathrooms,bedrooms,communityFeatures,nearbyAmenities,storeys,walkscore,transitscore,machineryIncluded,rentalEquipment,parkingType,majorBusinessType,minorBusinessType,totalUnits,landSize,zoningType,interiorFloorSpace,exteriorBuildingSize,franchise,buildingAmenities,buildingStyle,basementDevelopment,notificationUpdate,anchor,retailStorefront,clearCeilingHeight,hasphoto,photos,multimediaFeatures,listingVideoType,city,province,soldData,hasAlternateFeatureSheet,hasOpenHouse,hasVirtualOpenHouse,hasCMHCFTHBBanner,hasTDpreApprovalIcon,hasActiveVirtualOpenHouse,Property Type,Building Type,Community Name,Title,Annual Property Taxes,Parking Type,Time on REALTOR.ca,Above Grade,Total,Features,Building Amenities,Cooling,Heating Type,Exterior Finish,Pool Type,Community Features,Amenities Nearby,Maintenance Fees,Maintenance Management Company,Total Parking Spaces,rooms_info
#UPH 4 -100 WESTERN BATTERY RD,"Toronto, Ontario M6K3S2",23835296,C5435497,SingleFamily,940000.00,,Apartment,,2,2,,"Hospital,Park,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre",,,no,,,,yes,24,Video,Youtube,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$2,942 (CAD)","Underground, Visitor Parking",3 days,2,2,Balcony,"Storage - Locker, Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,,"Hospital, Park, Schools",$669.43 (CAD) Monthly,Crossbridge Condominium Services,1,"{'Main level': {'Living room': '3.38 m x 4.05 m', 'Dining room': '2.01 m x 4.05 m', 'Kitchen': '3.9 m x 1.89 m', 'Foyer': '1.09 m x 1.89 m', 'Primary Bedroom': '2.96 m x 4 m', 'Bedroom 2': '2.77 m x 2.77 m', 'Other': '7.35 m x 1.55 m'}}"
#1605 -38 DAN LECKIE WAY W,"Toronto, Ontario M5V2V6",23831906,C5434402,SingleFamily,599900.00,,Apartment,,1,2,,,,,,,,,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre,RecreationCentre",,,no,,,,yes,25,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$1,845.26 (CAD)",,4 days,1,1,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),Concrete,,,,$320 (CAD) Monthly,Icon Property Management,,"{'Main level': {'Living room': 'Measurements not available', 'Primary Bedroom': 'Measurements not available', 'Den': 'Measurements not available', 'Dining room': 'Measurements not available', 'Kitchen': 'Measurements not available'}}"
#19 -10 CARNATION AVE,"Toronto, Ontario M8V0B8",23828585,W5433227,SingleFamily,799000.00,,Row/Townhouse,,3,2,,,,,,,,Underground,,,,,,,,,,,,no,,,,yes,31,Video,Matterport,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Row / Townhouse,Long Branch,Condominium/Strata,"$2,761.78 (CAD)",Underground,5 days,2,3,,,Central air conditioning,Forced air (Natural gas),"Brick, Stucco",,,,$383.32 (CAD) Monthly,Wilson Blanchard Management,1,"{'Main level': {'Kitchen': '2.71 m x 2.58 m', 'Living room': '4.49 m x 6.06 m', 'Dining room': '4.49 m x 6.06 m'}, 'Second level': {'Primary Bedroom': '3.33 m x 4.8 m', 'Bedroom 2': '2.97 m x 3.39 m'}}"
#1105 -14 YORK ST,"Toronto, Ontario M5J2Z2",23826912,C5432564,SingleFamily,719900.00,,Apartment,,2,3,,,,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre,RecreationCentre",,,no,,,,yes,25,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$3,751.62 (CAD)",Underground,5 days,2,2,Balcony,"Storage - Locker, Security/Concierge, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),Concrete,Indoor pool,,,$693.26 (CAD) Monthly,Duke Property Management.,1,"{'Main level': {'Den': '2.74 m x 2.26 m', 'Kitchen': '2.13 m x 3.6 m', 'Living room': '4.06 m x 4.26 m', 'Primary Bedroom': '2.76 m x 2.74 m', 'Bedroom 2': '2.74 m x 2.89 m'}}"
#1405 -62 FOREST MANOR RD,"Toronto, Ontario M2J0B7",23841211,C5437685,SingleFamily,799000.00,,Apartment,,2,2,CommunityCentre,"Hospital,Park,PublicTransit,Schools",,,,,,Underground,,,,,,,,,"Security/Concierge,ExerciseCentre,RecreationCentre",,,no,,,,yes,28,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Henry Farm,Condominium/Strata,"$2,639.58 (CAD)",Underground,1 day,2,2,Balcony,"Security/Concierge, Exercise Centre, Recreation Centre",Central air conditioning,Forced air (Natural gas),Brick,Indoor pool,Community Centre,"Hospital, Park, Public Transit, Schools",$629.83 (CAD) Monthly,Del Property Management,1,"{'Main level': {'Living room': '5.87 m x 3.66 m', 'Dining room': '5.87 m x 3.66 m', 'Kitchen': '2.44 m x 2.29 m', 'Primary Bedroom': '3.73 m x 2.74 m', 'Bedroom 2': '2.79 m x 3.48 m'}}"
#1609 -880 GRANDVIEW WAY,"Toronto, Ontario M2N7B2",23827854,C5432997,SingleFamily,568000.00,,Apartment,,1,1,,,,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre",,,no,,,,yes,17,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Willowdale East,Condominium/Strata,"$2,100 (CAD)",Underground,5 days,1,1,Balcony,"Storage - Locker, Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),"Brick, Concrete",Indoor pool,,,$570 (CAD) Monthly,Del Property Management,1,"{'Flat': {'Living room': '6.4 m x 4 m', 'Dining room': '6.4 m x 4 m', 'Kitchen': '2.45 m x 2.45 m', 'Primary Bedroom': '4.1 m x 3.16 m'}}"
#1806 -16 BROOKERS LANE,"Toronto, Ontario M8V0A5",23840648,W5437415,SingleFamily,599000.00,,Apartment,,1,2,,,,,,,,"Underground,VisitorParking",,,,,,,,,"Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,22,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Mimico,Condominium/Strata,"$2,016.34 (CAD)","Underground, Visitor Parking",1 day,1,1,Balcony,"Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),,Indoor pool,,,$593.81 (CAD) Monthly,Maple Ridge Community Management,1,"{'Flat': {'Bedroom': '3.58 m x 3.18 m', 'Den': '2.64 m x 1.98 m', 'Living room': '4.32 m x 3.48 m', 'Kitchen': '3.49 m x 2.41 m', 'Bathroom': 'Measurements not available'}}"
#520 -30 MEADOWGLEN PL,"Toronto, Ontario M1G0A6",23840379,E5437198,SingleFamily,599900.00,,Apartment,,2,2,CommunityCentre,"Hospital,Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,39,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Woburn,Condominium/Strata,"$2,319.06 (CAD)","Underground, Visitor Parking",1 day,2,2,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,Outdoor pool,Community Centre,"Hospital, Park, Public Transit, Schools",$502 (CAD) Monthly,Rab Property Management,1,"{'Main level': {'Kitchen': '2.45 m x 2.45 m', 'Living room': '5.46 m x 3.2 m', 'Dining room': '5.46 m x 3.2 m', 'Primary Bedroom': '3.07 m x 3.05 m', 'Bedroom 2': '2.9 m x 2.69 m', 'Laundry room': '2.45 m x 1.22 m'}}"
#513 -112 GEORGE ST,"Toronto, Ontario M5A4P8",23825875,C5432407,SingleFamily,749000.00,,Apartment,,1,2,,"Hospital,Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,ExerciseCentre",,,no,,,,yes,40,"Video,Photos",Matterport,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Moss Park,Condominium/Strata,"$3,158.93 (CAD)","Underground, Visitor Parking",5 days,2,1,Balcony,"Storage - Locker, Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),"Brick, Concrete",,,"Hospital, Park, Public Transit, Schools",$581.04 (CAD) Monthly,Crossbridge Condominium Services,1,"{'Flat': {'Dining room': '3.25 m x 3.1 m', 'Living room': '4.65 m x 3.72 m', 'Kitchen': '3.73 m x 3.12 m', 'Primary Bedroom': '3.54 m x 3.8 m', 'Bedroom 2': '3.71 m x 2.48 m'}}"
#812 -2464 WESTON RD,"Toronto, Ontario M9N0A2",23825231,W5432103,SingleFamily,499900.00,,Apartment,,2,2,,"Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,PartyRoom,Security/Concierge,ExerciseCentre",,,no,,,,yes,28,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Weston,Condominium/Strata,"$1,523.24 (CAD)","Underground, Visitor Parking",6 days,2,2,"Ravine, Balcony","Storage - Locker, Party Room, Security/Concierge, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,,,"Park, Public Transit, Schools",$605.74 (CAD) Monthly,Goldview Property Management,1,"{'Flat': {'Kitchen': '10.5 m x 9.51 m', 'Living room': '14.1 m x 14.1 m', 'Dining room': '14.1 m x 14.1 m', 'Primary Bedroom': '10.79 m x 11.28 m', 'Bedroom 2': '11.28 m x 9.12 m'}}"
#1015 -38 JOE SHUSTER WAY,"Toronto, Ontario M6K0A5",23825830,C5432269,SingleFamily,499000.00,,Apartment,,1,1,,"Park,PublicTransit",,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,28,Video,,Toronto,Ontario,no,no,no,no,yes,no,no,Single Family,Apartment,Niagara,Condominium/Strata,"$1,607.21 (CAD)",Underground,5 days,1,1,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),"Brick, Concrete",Indoor pool,,"Park, Public Transit",$411.03 (CAD) Monthly,Goldview Property Management Ltd,,"{'Main level': {'Primary Bedroom': '3.2 m x 2.57 m', 'Kitchen': '3.25 m x 2.64 m', 'Dining room': '4.47 m x 3.96 m', 'Living room': '4.47 m x 3.96 m'}}"
#201 -900 MOUNT PLEASANT RD,"Toronto, Ontario M4P3J9",23835291,C5435470,SingleFamily,869000.00,,Apartment,,2,3,,"Hospital,Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,36,Video,,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Mount Pleasant West,Condominium/Strata,"$3,323.91 (CAD)","Underground, Visitor Parking",3 days,2,2,Balcony,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Heat Pump (Natural gas),Brick,,,"Hospital, Park, Public Transit, Schools",$746.05 (CAD) Monthly,Crossbridge Condominium Services 647-350-6501,1,"{'Flat': {'Living room': '5.49 m x 3.14 m', 'Dining room': '5.49 m x 3.14 m', 'Kitchen': '2.46 m x 2.41 m', 'Primary Bedroom': '3.87 m x 3.11 m', 'Bedroom 2': '3.05 m x 2.74 m', 'Den': '2.41 m x 2.01 m'}}"
#812 -10 WILLISON SQ,"Toronto, Ontario M5T2E5",23835326,C5435634,SingleFamily,659000.00,,Apartment,,1,2,CommunityCentre,"Park,PublicTransit",,,,,,Underground,,,,,,,,,"Storage-Locker,Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,17,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Kensington-Chinatown,Condominium/Strata,"$2,590.69 (CAD)",Underground,3 days,1,1,,"Storage - Locker, Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),Concrete,,Community Centre,"Park, Public Transit",$410.90 (CAD) Monthly,Pwt Property Advisors Inc.,1,"{'Flat': {'Living room': '3.5 m x 3 m', 'Dining room': '3.5 m x 3 m', 'Kitchen': '4.8 m x 3.1 m', 'Primary Bedroom': '3.4 m x 3 m', 'Den': '2.6 m x 2.2 m'}}"
#804 -505 RICHMOND ST W,"Toronto, Ontario M5V0P4",23839361,C5436973,SingleFamily,819000.00,,Apartment,,1,1,,"Park,PublicTransit,Schools",,,,,,,,,,,,,,,"Security/Concierge,PartyRoom,ExerciseCentre",,,no,,,,yes,18,"Video,FloorPlan",Realvision,Toronto,Ontario,no,yes,no,no,no,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,$0 (CAD),,1 day,1,1,Balcony,"Security/Concierge, Party Room, Exercise Centre",Central air conditioning,Forced air (Natural gas),,,,"Park, Public Transit, Schools",$387.30 (CAD) Monthly,Icc Property Management,,"{'Main level': {'Kitchen': '3.11 m x 3.11 m', 'Living room': '3.32 m x 3.38 m', 'Dining room': '3.32 m x 3.38 m', 'Bedroom': '2.99 m x 3.02 m', 'Utility room': '1.6 m x 1.9 m'}}"
#311 -138 PRINCESS ST,"Toronto, Ontario M5A0B1",23825852,C5432332,SingleFamily,715000.00,,Apartment,,1,2,CommunityCentre,"Hospital,Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,PartyRoom,,,no,,,,yes,23,Video,Vimeo,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Waterfront Communities C8,Condominium/Strata,$0 (CAD),"Underground, Visitor Parking",5 days,1,1,Balcony,Party Room,Central air conditioning,,Brick,,Community Centre,"Hospital, Park, Public Transit, Schools",$442.71 (CAD) Monthly,Icon Property Management,,"{'Main level': {'Living room': '5.36 m x 3.35 m', 'Dining room': '5.36 m x 3.35 m', 'Kitchen': '2.43 m x 2.43 m', 'Primary Bedroom': '2.95 m x 2.83 m', 'Den': '3.81 m x 3.26 m'}}"
46B 30 ORDNANCE Street,"Toronto, Ontario M6K0C8",23836825,H4122015,SingleFamily,124900.00,,,,0,0,CommunityCentre,"Hospital,PublicTransit,Recreation,Schools",,,,,None,"InsideEntry,Underground",,,,0x0,,1sqft,1sqft,,,,,no,,,,yes,1,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,,,Condominium,$1 (CAD),"Inside Entry, Underground",2 days,,0,"Park setting, Park/reserve, Paved driveway, No Pet Home, Automatic Garage Door Opener",,,Other,Concrete,,Community Centre,"Hospital, Public Transit, Recreation, Schools",$1 (CAD) Monthly,,1,{}
#3708 -12 YORK ST,"Toronto, Ontario M5J0A9",23840441,C5437291,SingleFamily,489900.00,,Apartment,,1,0,CommunityCentre,"Marina,Park,PublicTransit",,,,,,Underground,,,,,,,,,"Security/Concierge,PartyRoom,ExerciseCentre,RecreationCentre",,,no,,,,yes,21,Video,Youtube,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Waterfront Communities C1,Condominium/Strata,"$2,004.12 (CAD)",Underground,1 day,,1,Balcony,"Security/Concierge, Party Room, Exercise Centre, Recreation Centre",Central air conditioning,Heat Pump (Natural gas),Concrete,Indoor pool,Community Centre,"Marina, Park, Public Transit",$302 (CAD) Monthly,Duka Property Management 416-607-6868,,"{'Flat': {'Living room': '6.37 m x 3.42 m', 'Dining room': '6.37 m x 3.42 m', 'Kitchen': '6.37 m x 3.42 m'}}"
#1802 -5 MASSEY SQ,"Toronto, Ontario M4C5L6",23825940,E5432516,SingleFamily,379900.00,,Apartment,,1,1,,"Hospital,Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,"Security/Concierge,PartyRoom,Sauna,ExerciseCentre",,,no,,,,yes,9,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Crescent Town,Condominium/Strata,$743.64 (CAD),"Underground, Visitor Parking",5 days,1,1,Balcony,"Security/Concierge, Party Room, Sauna, Exercise Centre",Window air conditioner,Radiant heat (Electric),Brick,,,"Hospital, Park, Public Transit, Schools",$556.51 (CAD) Monthly,York Condominium Corporation,1,"{'Main level': {'Living room': '7.01 m x 3.64 m', 'Dining room': '3.65 m x 2.13 m', 'Kitchen': '3.36 m x 2.13 m', 'Bedroom': '5.12 m x 3.32 m'}}"
#1001 -125 GEORGE APPLETON WAY,"Toronto, Ontario M3M0A2",23841319,W5437621,SingleFamily,599900.00,,Row/Townhouse,,2,3,,"Hospital,Park,PublicTransit,Schools",,,,,,"Underground,VisitorParking",,,,,,,,,Storage-Locker,,,no,,,,yes,25,Video,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Row / Townhouse,Downsview-Roding-CFB,Condominium/Strata,"$2,300 (CAD)","Underground, Visitor Parking",1 day,2,2,,Storage - Locker,Central air conditioning,Forced air (Natural gas),Brick,,,"Hospital, Park, Public Transit, Schools",$447 (CAD) Monthly,360 Community Management Ltd,1,"{'Main level': {'Living room': 'Measurements not available', 'Dining room': 'Measurements not available', 'Kitchen': 'Measurements not available', 'Primary Bedroom': 'Measurements not available', 'Bedroom 2': 'Measurements not available', 'Den': 'Measurements not available'}}"
#501 -3845 LAKE SHORE BLVD W,"Toronto, Ontario M8W4Y3",23828064,W5433144,SingleFamily,669000.00,,Apartment,,2,3,PetsnotAllowed,"Park,PublicTransit",,,,,,Underground,,,,Apd,,,,,"Storage-Locker,Sauna,ExerciseCentre,RecreationCentre",,,no,,,,yes,18,no,,Toronto,Ontario,no,yes,no,no,yes,no,no,Single Family,Apartment,Long Branch,Condominium/Strata,"$1,921.47 (CAD)",Underground,5 days,3,2,Balcony,"Storage - Locker, Sauna, Exercise Centre, Recreation Centre",Central air conditioning,Forced air,Brick,,Pets not Allowed,"Park, Public Transit",$967.73 (CAD) Monthly,Brookfield 416-251-2249,2,"{'Flat': {'Living room': '4.93 m x 4.3 m', 'Dining room': '3.4 m x 2.07 m', 'Kitchen': '3.83 m x 2.38 m', 'Primary Bedroom': '4.91 m x 4.02 m', 'Bedroom 2': '3.63 m x 2.66 m', 'Bedroom 3': '3.65 m x 3.3 m'}}"
